textID,sortedAnswerList
838_2,14 22
838_3,14 22
838_4,14
838_5,14 22
839_1,14
839_2,14
839_3,-1
839_4,-1
839_5,-1
840_1,4 8
840_2,-1
840_3,-1
840_4,8
840_5,-1
841_1,14
841_2,-1
841_3,-1
841_4,14 50
841_5,14 50
842_1,9
842_2,9
842_3,9
842_4,-1
842_5,-1
843_1,4
843_2,-1
843_3,-1
843_4,-1
843_5,-1
844_1,4
844_2,22
844_3,4
844_4,22
844_5,4
845_1,4
845_2,4
845_3,-1
845_4,-1
845_5,-1
846_1,4
846_2,-1
846_3,-1
846_4,-1
846_5,-1
847_1,9
847_2,-1
847_3,9
847_4,-1
847_5,-1
848_1,59
848_2,59 114
848_3,114
848_4,114
848_5,-1
849_1,9
849_2,9
849_3,-1
849_4,-1
849_5,-1
850_1,44
850_2,-1
850_3,71
850_4,-1
850_5,67
851_1,4
851_2,-1
851_3,-1
851_4,-1
851_5,-1
852_1,9
852_2,9
852_3,-1
852_4,-1
852_5,-1
853_1,9
853_2,9 22
853_3,-1
853_4,9 22
853_5,-1
854_1,9
854_2,17
854_3,17
854_4,-1
854_5,17
855_1,8
855_2,4 8
855_3,4
855_4,8
855_5,-1
856_1,8
856_2,-1
856_3,-1
856_4,4 8
856_5,-1
857_1,4
857_2,4
857_3,-1
857_4,-1
857_5,-1
858_1,8
858_2,4
858_3,8
858_4,4 8
858_5,4 8
859_1,4
859_2,4
859_3,-1
859_4,4
859_5,4
860_1,24
860_2,24 32
860_3,24 32 45
860_4,24 32 45
860_5,-1
861_1,8
861_2,16
861_3,-1
861_4,-1
861_5,-1
862_1,-1
862_2,4
862_3,61
862_4,4
862_5,4
863_1,-1
863_2,4
863_3,-1
863_4,4
863_5,-1
864_1,4 8
864_2,-1
864_3,-1
864_4,-1
864_5,-1
865_1,-1
865_2,20
865_3,20
865_4,-1
865_5,-1
866_1,4
866_2,-1
866_3,-1
866_4,-1
866_5,-1
867_1,4
867_2,4 22
867_3,4 22
867_4,4
867_5,4
868_1,8
868_2,8
868_3,-1
868_4,-1
868_5,-1
869_1,-1
869_2,4
869_3,-1
869_4,-1
869_5,-1
870_1,9
870_2,-1
870_3,9 35
870_4,9 35
870_5,-1
871_1,9
871_2,9
871_3,9
871_4,47
871_5,47
872_1,-1
872_2,4
872_3,4
872_4,4
872_5,-1
873_1,4
873_2,4 22
873_3,-1
873_4,-1
873_5,-1
874_1,4
874_2,-1
874_3,-1
874_4,4
874_5,4
875_1,14
875_2,22
875_3,22
875_4,-1
875_5,14
876_1,9
876_2,-1
876_3,-1
876_4,-1
876_5,-1
877_1,9
877_2,-1
877_3,9
877_4,-1
877_5,-1
878_1,9
878_2,-1
878_3,-1
878_4,-1
878_5,-1
879_1,9
879_2,9 17
879_3,-1
879_4,-1
879_5,9
880_1,14
880_2,-1
880_3,-1
880_4,-1
880_5,-1
881_1,9
881_2,9
881_3,-1
881_4,-1
881_5,-1
882_1,4
882_2,4
882_3,-1
882_4,-1
882_5,-1
883_1,4
883_2,-1
883_3,-1
883_4,-1
883_5,57
884_1,9
884_2,22
884_3,22 30
884_4,-1
884_5,-1
885_1,4
885_2,-1
885_3,-1
885_4,-1
885_5,-1
886_1,14
886_2,14
886_3,14
886_4,-1
886_5,-1
887_1,19
887_2,19
887_3,19
887_4,19
887_5,-1
888_1,4 8
888_2,8
888_3,-1
888_4,-1
888_5,-1
889_1,4
889_2,-1
889_3,4
889_4,4 31
889_5,-1
890_1,4
890_2,4
890_3,-1
890_4,4
890_5,4
891_1,4
891_2,4
891_3,-1
891_4,4
891_5,-1
892_1,4
892_2,-1
892_3,-1
892_4,4 8
892_5,-1
893_1,4
893_2,4
893_3,-1
893_4,-1
893_5,-1
894_1,14
894_2,14
894_3,14 41
894_4,14 41
894_5,41
895_1,9
895_2,9 22
895_3,-1
895_4,50
895_5,-1
896_1,8
896_2,4
896_3,4
896_4,8
896_5,-1
897_1,4
897_2,8
897_3,4
897_4,4
897_5,8
898_1,-1
898_2,4
898_3,-1
898_4,-1
898_5,59
899_1,-1
899_2,4 17
899_3,4 17
899_4,4 17
899_5,4 17
900_1,39
900_2,-1
900_3,-1
900_4,-1
900_5,-1
901_1,4
901_2,-1
901_3,-1
901_4,31
901_5,31
902_1,14
902_2,22
902_3,22 35
902_4,-1
902_5,-1
903_1,-1
903_2,-1
903_3,-1
903_4,-1
903_5,64
904_1,-1
904_2,4 22
904_3,-1
904_4,4 22
904_5,4 22
905_1,9
905_2,9 17
905_3,17
905_4,9 17
905_5,-1
906_1,14
906_2,14
906_3,14
906_4,-1
906_5,-1
907_1,4
907_2,17
907_3,-1
907_4,-1
907_5,36
908_1,4
908_2,4
908_3,30
908_4,30 48
908_5,-1
909_1,9
909_2,9
909_3,9
909_4,9
909_5,-1
910_1,-1
910_2,16
910_3,-1
910_4,4 20
910_5,-1
911_1,4 8
911_2,-1
911_3,-1
911_4,-1
911_5,-1
912_1,9
912_2,-1
912_3,-1
912_4,-1
912_5,-1
913_1,4 8
913_2,-1
913_3,4 8
913_4,-1
913_5,-1
914_1,4 8
914_2,-1
914_3,-1
914_4,-1
914_5,-1
915_1,24
915_2,24
915_3,24 37 78
915_4,37
915_5,-1
916_1,34
916_2,34
916_3,-1
916_4,-1
916_5,-1
917_1,19
917_2,-1
917_3,-1
917_4,-1
917_5,-1
918_1,4
918_2,4
918_3,4
918_4,-1
918_5,-1
919_1,4
919_2,-1
919_3,-1
919_4,17
919_5,-1
920_1,19
920_2,19
920_3,19
920_4,-1
920_5,-1
921_1,4 8
921_2,-1
921_3,-1
921_4,-1
921_5,30
922_1,9
922_2,22
922_3,-1
922_4,-1
922_5,-1
923_1,9
923_2,9
923_3,9
923_4,-1
923_5,-1
924_1,9
924_2,-1
924_3,-1
924_4,-1
924_5,-1
925_1,14
925_2,14
925_3,-1
925_4,-1
925_5,14
926_1,4
926_2,-1
926_3,23 35
926_4,4
926_5,23
927_1,24
927_2,24
927_3,-1
927_4,24
927_5,-1
928_1,14
928_2,-1
928_3,-1
928_4,-1
928_5,14
929_1,9
929_2,9 21
929_3,-1
929_4,44
929_5,44
930_1,9
930_2,9
930_3,9
930_4,-1
930_5,-1
931_1,-1
931_2,-1
931_3,-1
931_4,-1
931_5,-1
932_1,4 8
932_2,-1
932_3,-1
932_4,36
932_5,-1
933_1,8
933_2,8
933_3,-1
933_4,8
933_5,-1
934_1,14
934_2,-1
934_3,-1
934_4,-1
934_5,14 55
935_1,9
935_2,9
935_3,-1
935_4,-1
935_5,9
936_1,9
936_2,9
936_3,9 17
936_4,9
936_5,-1
937_1,9
937_2,-1
937_3,-1
937_4,9
937_5,59
938_1,-1
938_2,-1
938_3,17
938_4,4
938_5,-1
939_1,9
939_2,-1
939_3,-1
939_4,-1
939_5,-1
940_1,4
940_2,4 21
940_3,-1
940_4,-1
940_5,21
941_1,8
941_2,4 8
941_3,8
941_4,4 8
941_5,4 8 16
942_1,4
942_2,-1
942_3,-1
942_4,-1
942_5,-1
943_1,19
943_2,-1
943_3,19
943_4,59
943_5,-1
944_1,14
944_2,14
944_3,-1
944_4,14
944_5,-1
945_1,4
945_2,4
945_3,-1
945_4,16
945_5,-1
946_1,4
946_2,-1
946_3,-1
946_4,-1
946_5,-1
947_1,4 8
947_2,21
947_3,-1
947_4,-1
947_5,-1
948_1,4
948_2,-1
948_3,-1
948_4,45
948_5,-1
949_1,-1
949_2,4 21
949_3,-1
949_4,-1
949_5,4 21
950_1,4
950_2,-1
950_3,4
950_4,-1
950_5,-1
951_1,8
951_2,8
951_3,21
951_4,-1
951_5,-1
952_1,4
952_2,-1
952_3,-1
952_4,-1
952_5,-1
953_1,4
953_2,4
953_3,4
953_4,-1
953_5,-1
954_1,4
954_2,17
954_3,17
954_4,-1
954_5,-1
955_1,4
955_2,-1
955_3,-1
955_4,-1
955_5,-1
956_1,9
956_2,9 17
956_3,30
956_4,9 17
956_5,-1
957_1,4
957_2,-1
957_3,-1
957_4,-1
957_5,-1
958_1,9
958_2,9
958_3,-1
958_4,-1
958_5,62
959_1,4
959_2,-1
959_3,-1
959_4,31
959_5,31
960_1,4 8
960_2,-1
960_3,-1
960_4,8
960_5,30
961_1,8
961_2,-1
961_3,8
961_4,-1
961_5,4
962_1,4
962_2,4
962_3,4
962_4,-1
962_5,-1
963_1,8
963_2,4 8
963_3,8
963_4,8
963_5,8 44
964_1,19
964_2,19 27
964_3,19 27
964_4,19 27
964_5,27
965_1,4
965_2,4
965_3,17
965_4,-1
965_5,-1
966_1,9
966_2,-1
966_3,-1
966_4,22
966_5,-1
967_1,9
967_2,17
967_3,9
967_4,-1
967_5,17
968_1,-1
968_2,-1
968_3,-1
968_4,4
968_5,-1
969_1,4
969_2,8
969_3,8
969_4,8
969_5,-1
970_1,4
970_2,-1
970_3,4
970_4,-1
970_5,-1
971_1,-1
971_2,21
971_3,4
971_4,4 43
971_5,4 43
972_1,4
972_2,4
972_3,-1
972_4,4
972_5,-1
973_1,14
973_2,-1
973_3,14
973_4,14
973_5,14
974_1,4
974_2,4 22
974_3,-1
974_4,-1
974_5,-1
975_1,9
975_2,9
975_3,36
975_4,9 36
975_5,-1
976_1,9
976_2,9
976_3,-1
976_4,-1
976_5,-1
977_1,8
977_2,4
977_3,-1
977_4,8 49
977_5,-1
978_1,9
978_2,-1
978_3,-1
978_4,9 36
978_5,36
979_1,29
979_2,-1
979_3,29
979_4,29
979_5,29
980_1,4 8
980_2,16
980_3,16
980_4,-1
980_5,-1
981_1,4
981_2,4
981_3,-1
981_4,-1
981_5,-1
982_1,14
982_2,-1
982_3,-1
982_4,-1
982_5,-1
983_1,8
983_2,-1
983_3,-1
983_4,-1
983_5,43
984_1,29
984_2,29 42
984_3,-1
984_4,70
984_5,29 42
985_1,9
985_2,9
985_3,-1
985_4,-1
985_5,-1
986_1,4
986_2,-1
986_3,36
986_4,-1
986_5,-1
987_1,14
987_2,14
987_3,-1
987_4,-1
987_5,-1
988_1,4
988_2,17
988_3,-1
988_4,-1
988_5,-1
989_1,4
989_2,22
989_3,-1
989_4,-1
989_5,4
990_1,19
990_2,-1
990_3,19
990_4,-1
990_5,-1
991_1,-1
991_2,4 17
991_3,-1
991_4,4
991_5,4
992_1,4
992_2,-1
992_3,8 34
992_4,4
992_5,4
993_1,8
993_2,4
993_3,8
993_4,-1
993_5,-1
994_1,4
994_2,4
994_3,-1
994_4,-1
994_5,-1
995_1,4
995_2,17
995_3,-1
995_4,-1
995_5,-1
996_1,4
996_2,-1
996_3,-1
996_4,-1
996_5,-1
997_1,4
997_2,-1
997_3,4 17
997_4,-1
997_5,-1
998_1,19
998_2,-1
998_3,-1
998_4,-1
998_5,19
999_1,9
999_2,-1
999_3,9
999_4,-1
999_5,-1
